,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age
716,4.0,2.5,3020,17810,1.0,0,1,3,1600,1420,1.0,6
4177,4.0,2.75,2640,35070,1.5,0,1,3,2640,0,1.0006,12
431,3.0,2.0,2710,4500,1.5,0,1,4,1880,830,1.0,91
3482,5.0,1.5,2680,28014,1.0,0,1,4,1450,1230,0.9981,57
2904,4.0,3.25,3990,9786,2.0,0,1,3,3990,0,0.9987,17
580,3.0,2.5,2030,6326,2.0,0,1,3,2030,0,0.9994,27
58,3.0,1.0,1710,6556,1.5,0,1,4,1200,510,1.0,27
4196,3.0,1.5,1570,1050,2.0,0,1,3,1570,0,1.0,105
4503,3.0,1.0,1060,9946,1.0,0,1,4,1060,0,1.0013,64
3625,3.0,1.0,1140,4200,2.0,0,1,4,1140,0,1.0,116
4103,4.0,2.5,3160,13194,2.0,0,1,5,3160,0,0.9994,55
4061,4.0,2.25,2130,11843,2.0,0,1,4,2130,0,0.9994,48
2383,3.0,2.25,1800,36704,1.0,0,1,4,1360,440,0.9987,20
889,3.0,1.75,2350,20820,1.0,0,1,4,1800,550,0.9981,20
4074,3.0,2.25,2060,9552,1.0,0,1,4,1610,450,0.9994,45
3274,2.0,2.75,1430,1425,2.0,0,1,3,995,435,1.0,14
2801,3.0,3.0,2480,5500,2.0,0,4,3,1730,750,1.0,15
63,3.0,1.0,860,5060,1.5,0,1,3,860,0,1.0,9
3950,3.0,1.5,1300,12240,1.0,0,1,3,1300,0,0.9994,12
493,3.0,1.0,1050,4160,1.0,0,1,4,1050,0,1.0,52
2232,3.0,2.75,1250,892,2.0,0,1,3,1040,210,1.0,10
870,3.0,2.5,2670,10082,1.0,0,1,3,2670,0,0.9981,20
2202,3.0,4.5,4380,47044,2.0,1,4,3,3720,660,1.0006,30
2702,4.0,2.5,2910,5776,2.0,0,3,3,2910,0,0.9981,14
2903,5.0,2.75,3595,5639,2.0,0,1,3,3595,0,0.9987,6
1506,3.0,1.0,1590,6420,1.0,0,1,3,1590,0,1.0,76
4282,2.0,1.0,1880,7560,1.0,0,1,3,940,940,1.0,19
3580,4.0,1.0,3410,5000,2.0,0,1,5,2190,1220,1.0,110
3277,3.0,2.5,1640,1269,3.0,0,1,3,1640,0,1.0,11
2406,4.0,2.25,2110,10698,2.0,0,1,4,2110,0,0.9987,41
3777,4.0,1.75,2080,7200,1.0,0,1,4,1050,1030,1.0006,54
3738,4.0,2.5,2303,3680,2.0,0,1,3,2303,0,1.0006,97
2370,4.0,1.75,2860,48351,1.0,0,1,3,1710,1150,0.9987,42
2301,4.0,3.25,3569,8327,2.0,0,1,3,3569,0,1.0006,97
2328,4.0,2.5,2740,45732,2.0,0,1,3,2740,0,0.9987,25
4422,2.0,2.5,1240,1546,2.0,0,1,3,1240,0,1.0,13
1741,2.0,1.0,1160,5000,1.0,0,1,4,1160,0,1.0,83
3127,3.0,2.25,1280,959,3.0,0,1,3,1280,0,1.0,15
2794,2.0,1.75,1590,5136,1.5,0,4,3,1320,270,1.0,9
2075,3.0,1.75,1760,7482,1.0,0,1,4,1760,0,1.0013,54
2222,3.0,1.0,1750,7800,1.0,0,1,4,1150,600,1.0006,64
1429,4.0,1.0,1170,8147,1.5,0,1,3,1170,0,1.0,31
4333,4.0,1.0,1310,5200,1.5,0,1,3,1160,150,1.0,10
1090,2.0,1.5,1800,26615,1.0,0,1,5,1240,560,1.0006,33
2117,3.0,1.0,1500,4100,1.5,0,1,3,1370,130,1.0,17
1576,3.0,2.5,2230,5750,2.0,0,1,3,2230,0,0.9981,17
1644,3.0,2.5,2134,1984,2.5,0,1,3,2134,0,0.9981,12
969,3.0,3.25,1530,1602,2.0,0,1,3,1140,390,1.0,97
626,4.0,2.5,3000,9793,2.0,0,1,3,3000,0,0.9994,18
834,4.0,2.75,2100,4480,1.5,0,1,4,1780,320,1.0,92
3094,3.0,1.0,1250,4620,1.5,0,1,4,1150,100,1.0,49
295,3.0,2.25,2010,6000,1.0,0,1,3,1330,680,0.9974,45
3398,3.0,2.0,1190,4072,1.5,0,1,5,1190,0,1.0,113
3799,4.0,2.5,2280,7568,2.0,0,1,4,2280,0,1.0006,19
853,4.0,2.5,2240,12032,1.0,0,1,3,2240,0,0.9981,11
3718,2.0,1.0,760,5500,1.5,0,1,3,760,0,1.0026,8
1155,3.0,1.0,1010,9450,1.0,0,1,4,1010,0,1.0006,61
3556,3.0,1.75,1440,45302,2.0,0,1,3,1440,0,0.9987,16
1636,3.0,2.5,2010,2287,2.0,0,1,3,1390,620,0.9981,6
1259,3.0,2.75,2850,14800,1.0,0,1,4,1920,930,0.9981,28
3578,2.0,1.0,760,3001,1.0,0,1,3,760,0,1.0,37
4146,4.0,2.5,1930,9643,2.0,0,1,4,1930,0,1.0006,28
3013,3.0,1.5,1090,8160,1.0,0,1,3,1090,0,1.0,6
2759,4.0,2.25,3490,6906,2.0,0,1,4,2280,1210,1.0,92
3429,3.0,2.75,2500,7378,1.0,0,1,5,1390,1110,0.9994,35
4507,3.0,1.0,1350,8700,1.5,0,1,3,1350,0,1.0013,21
3852,4.0,2.5,2440,11005,2.0,0,1,3,2440,0,1.0006,26
1553,1.0,1.5,810,3211,2.0,0,1,4,810,0,0.9981,9
4519,4.0,2.75,2414,7693,2.0,0,1,3,2414,0,1.0013,14
2854,2.0,1.75,1350,6315,1.0,0,1,3,1350,0,0.9987,15
1819,4.0,2.75,1910,16532,1.0,0,1,4,1420,490,1.0,19
1940,4.0,2.5,1980,6660,2.0,0,1,4,1980,0,0.9987,46
754,3.0,1.0,880,9238,1.5,0,1,5,880,0,1.0,74
1111,4.0,2.5,2303,3826,2.0,0,1,3,2303,0,1.0006,14
2133,2.0,1.0,910,4635,1.0,0,1,4,910,0,1.0,115
1074,4.0,2.5,2390,6426,2.0,0,1,3,2390,0,1.0006,21
379,4.0,2.5,2970,4400,2.0,0,1,3,2970,0,0.9974,6
3596,3.0,3.5,1820,1501,2.0,0,1,3,1430,390,1.0,6
1862,3.0,1.75,1090,7200,1.0,0,1,3,1090,0,0.9987,23
4559,3.0,1.0,960,9633,1.0,0,1,5,960,0,0.9994,38
547,2.0,2.0,1270,1372,3.0,0,1,3,1270,0,1.0,20
3037,4.0,2.75,2020,2750,1.0,0,1,3,1010,1010,1.0,6
4123,4.0,2.5,4290,175421,2.0,0,1,3,4290,0,0.9994,17
692,4.0,2.75,2790,5527,2.0,0,1,3,2790,0,0.9987,6
1887,3.0,1.75,1620,7330,1.0,0,1,4,1090,530,0.9987,46
3190,2.0,1.0,1080,3500,1.0,0,4,3,1080,0,1.0,9
1744,2.0,1.0,770,4000,1.0,0,1,5,770,0,1.0,64
3389,3.0,1.75,1900,3000,1.5,0,1,5,1070,830,1.0,117
1299,3.0,2.5,1480,1485,2.0,0,1,3,1280,200,1.0,13
694,3.0,1.0,1150,6000,1.5,0,1,3,1150,0,0.9987,9
3147,3.0,2.0,2060,4040,1.0,0,1,4,1120,940,1.0,32
2508,4.0,2.5,3150,5886,2.0,0,1,3,3150,0,1.0,6
3204,4.0,1.5,1800,3245,1.5,0,1,4,1800,0,1.0,91
565,5.0,2.25,2180,7813,2.0,0,1,3,2180,0,0.9994,34
2591,4.0,3.0,3150,9130,2.0,0,1,3,3150,0,0.9981,19
2097,4.0,3.5,3360,9767,2.0,0,1,3,2450,910,1.0013,11
1597,4.0,2.75,3870,10046,2.0,0,1,3,3870,0,0.9981,15
1801,3.0,1.75,1310,8065,1.0,0,1,4,1310,0,1.0,72
2758,3.0,1.75,2130,6500,1.0,0,3,3,1170,960,1.0,15
3581,2.0,1.25,860,1277,2.0,0,1,3,860,0,1.0,13
3508,3.0,1.0,1480,6978,2.0,0,1,4,1480,0,0.9981,35
1710,3.0,2.75,2830,3496,2.0,0,1,3,2830,0,0.9981,108
10,2.0,1.5,1020,1525,2.0,0,1,3,1020,0,1.0,17
3090,2.0,2.0,1550,2400,1.5,0,1,4,1550,0,1.0,49
1681,4.0,3.25,3030,9273,2.0,0,1,5,3030,0,0.9981,32
1564,5.0,4.75,5305,8401,2.0,0,3,3,3745,1560,0.9981,15
492,3.0,2.25,1540,5338,1.0,0,1,5,770,770,1.0,66
203,4.0,2.25,2010,19000,2.0,0,1,4,2010,0,1.0,45
1015,7.0,4.0,3150,34830,1.0,0,1,3,3150,0,0.9974,15
4052,3.0,1.75,2640,8000,1.0,0,4,4,1320,1320,0.9994,19
2624,3.0,2.5,2180,15693,1.0,0,1,4,1850,330,0.9981,41
201,2.0,1.75,1500,8645,1.0,0,1,4,1500,0,1.0,57
643,4.0,2.5,2560,4020,2.0,0,1,3,2560,0,0.9994,14
2212,4.0,2.5,2680,12215,1.0,1,5,3,1590,1090,1.0006,19
4114,3.0,1.75,1750,7020,2.0,0,1,3,1750,0,0.9994,42
849,4.0,2.5,3040,6887,2.0,0,1,3,3040,0,0.9981,21
697,3.0,2.5,1920,9625,2.0,0,1,3,1920,0,0.9987,27
4349,4.0,2.5,2540,8400,2.0,0,1,5,2540,0,1.0013,43
4033,5.0,3.25,3370,17458,1.0,0,3,5,2000,1370,0.9994,38
3360,3.0,2.5,1960,7200,1.0,0,1,4,980,980,1.0,19
68,2.0,1.0,1180,6552,1.0,0,1,4,1180,0,1.0,35
2616,4.0,2.5,2380,13435,2.0,0,1,3,2380,0,0.9981,28
303,4.0,1.75,1840,9600,1.0,0,1,3,1220,620,0.9974,9
2686,4.0,2.5,3310,6500,2.0,0,1,3,3310,0,0.9981,108
3283,3.0,2.25,1490,1212,2.0,0,1,3,1040,450,1.0,9
1079,3.0,1.75,1330,9200,1.0,0,1,4,1330,0,1.0006,47
3725,3.0,2.5,1600,4271,2.0,0,1,3,1600,0,1.0006,20
3774,4.0,2.75,2140,10316,2.0,0,1,3,2140,0,1.0006,27
4066,5.0,6.75,9640,13068,1.0,1,5,3,4820,4820,0.9994,11
2726,4.0,3.5,3510,9364,2.0,0,1,3,3510,0,0.9981,19
1908,2.0,1.5,1088,1360,2.0,0,1,3,1088,0,0.9987,11
2515,4.0,2.5,2700,5150,2.0,0,1,3,2700,0,1.0,13
4049,4.0,3.0,4500,21780,2.0,0,3,3,3040,1460,0.9994,40
1287,4.0,2.5,3700,21755,1.0,0,5,3,2620,1080,0.9981,20
2610,4.0,2.5,2961,12146,2.0,0,1,3,2961,0,0.9981,14
3396,3.0,1.0,1010,8800,1.0,0,1,4,1010,0,1.0,41
284,4.0,2.25,2410,8400,2.0,0,1,5,2410,0,0.9981,55
1462,5.0,2.5,2732,9500,1.0,0,3,4,1870,862,1.0013,45
1149,2.0,1.0,940,5375,1.0,0,1,4,940,0,1.0006,68
909,4.0,4.5,4225,284011,2.0,0,1,4,4225,0,0.9981,35
1686,4.0,3.25,3440,7661,2.0,0,1,3,3440,0,0.9981,14
1846,3.0,2.5,1530,3210,1.5,0,1,5,1010,520,1.0,50
1725,4.0,2.0,2060,5000,1.0,0,1,3,1030,1030,1.0,7
2517,3.0,1.75,2430,9133,1.0,0,1,4,1410,1020,1.0,20
3358,4.0,3.0,2840,4120,1.5,0,1,4,2060,780,1.0,89
3311,4.0,3.25,4130,112521,2.0,0,1,3,4130,0,0.9981,42
297,4.0,2.5,3400,9692,2.0,0,1,3,3400,0,0.9974,13
4,2.0,1.0,1140,5250,1.5,0,1,4,1140,0,1.0,35
3668,4.0,1.5,1740,7292,1.0,0,1,3,1020,720,1.0026,17
247,3.0,1.75,1580,9147,1.0,0,2,4,1210,370,0.9981,53
2079,4.0,2.5,4620,20793,2.0,0,1,4,4620,0,1.0013,29
1530,3.0,2.5,1500,5412,1.0,0,1,5,900,600,1.0,100
2823,2.0,2.5,2680,7392,1.0,0,1,3,2680,0,0.9987,17
4341,3.0,2.5,1420,14850,1.0,0,1,4,1020,400,1.0013,57
2303,2.0,1.0,1420,81892,1.0,0,1,3,1180,240,1.0006,19
290,4.0,1.75,1250,7400,1.0,0,1,5,1250,0,0.9981,61
1172,5.0,2.25,3740,32481,1.5,0,1,3,2240,1500,1.0006,16
299,4.0,2.5,2150,37981,2.0,0,1,3,2150,0,0.9974,35
3669,3.0,1.0,1200,6250,1.0,0,1,3,920,280,1.0026,18
2630,4.0,4.0,4420,16526,2.0,0,1,3,4420,0,0.9981,97
2965,3.0,2.0,1590,35988,1.0,0,1,4,1590,0,1.0,46
4304,3.0,1.0,1100,4128,1.0,0,1,4,720,380,1.0,38
3237,6.0,2.5,3560,6480,2.5,0,1,4,3560,0,1.0,75
2465,2.0,1.0,1190,27007,1.0,0,1,4,1190,0,0.9987,110
1698,4.0,2.0,1350,942,3.0,0,1,3,1350,0,0.9981,12
3663,5.0,1.0,1460,6032,2.0,0,1,4,1460,0,1.0026,22
3476,3.0,2.5,3160,12824,1.0,0,3,4,1820,1340,0.9981,54
3850,3.0,1.0,1800,7650,1.0,0,1,5,1800,0,1.0006,63
391,4.0,2.5,2490,5170,2.0,0,1,4,2490,0,0.9974,20
3399,4.0,1.5,1550,5053,1.0,0,1,4,1180,370,1.0,57
2226,4.0,2.5,2650,4316,1.5,0,1,3,1520,1130,1.0,7
1,5.0,2.0,1840,9240,1.0,0,1,4,1540,300,1.0,62
2554,4.0,1.75,3990,13470,2.0,0,1,3,3990,0,1.0,14
2362,6.0,4.25,6900,244716,2.0,0,1,4,4820,2080,0.9987,18
2395,4.0,2.75,2790,10819,2.0,0,1,3,2790,0,0.9987,24
3212,2.0,1.0,1060,3040,1.0,0,1,3,860,200,1.0,9
831,3.0,1.75,1320,2500,1.0,0,1,3,870,450,1.0,102
2569,3.0,2.0,1860,217800,2.0,0,3,3,1860,0,1.0,14
3598,4.0,3.25,2980,7000,2.0,0,4,3,2140,840,1.0,6
1910,3.0,1.5,1450,7375,1.0,0,1,3,1010,440,0.9987,23
641,3.0,2.5,1520,4170,2.0,0,1,3,1520,0,0.9994,17
4204,2.0,1.0,1120,2000,1.5,0,1,3,1120,0,1.0,14
1930,4.0,2.25,2020,8424,1.0,0,1,4,1380,640,0.9987,41
1142,3.0,2.5,1658,2700,2.0,0,1,3,1658,0,1.0006,6
642,3.0,2.5,2370,4200,2.0,0,1,3,2370,0,0.9994,6
3638,3.0,3.5,1360,1275,2.0,0,1,3,1240,120,1.0,13
741,3.0,1.75,1820,9545,1.0,0,1,3,1230,590,1.0,44
2824,4.0,2.5,4340,141570,2.5,0,1,3,4340,0,0.9987,28
2220,3.0,1.5,1430,8960,1.0,0,1,4,1430,0,1.0006,37
3158,3.0,2.0,1310,2550,1.0,0,1,3,780,530,1.0,34
1549,3.0,2.5,1750,3354,2.0,0,1,4,1750,0,0.9981,29
2006,4.0,2.5,2100,8400,1.0,0,1,4,1240,860,0.9981,28
1502,3.0,1.75,1120,5500,1.5,0,1,4,1120,0,1.0,52
1943,4.0,1.75,1520,7700,1.0,0,1,4,1520,0,0.9987,53
362,4.0,2.5,3010,6100,2.0,0,1,3,3010,0,0.9974,15
2941,5.0,2.5,2430,4781,2.0,0,1,3,2430,0,1.0,19
4142,5.0,2.5,2490,7666,1.0,0,1,4,1490,1000,1.0006,31
2682,4.0,3.5,3840,85728,2.0,0,1,3,3840,0,0.9987,14
4490,2.0,1.75,1330,7200,1.0,0,1,3,1330,0,1.0013,27
3250,3.0,1.75,1610,7200,1.0,0,1,3,1090,520,1.0,7
3416,2.0,1.0,880,7683,1.0,0,1,3,880,0,0.9994,21
3354,3.0,1.5,2000,7294,1.0,0,1,3,1520,480,1.0,27
4233,3.0,2.5,1610,6176,2.0,0,1,3,1610,0,1.0006,26
1834,3.0,2.5,3230,5000,2.0,0,3,5,2430,800,1.0,75
1493,4.0,2.5,3520,6773,2.5,0,1,3,2650,870,1.0,14
3986,4.0,2.25,2380,17199,2.0,0,1,3,1530,850,0.9994,6
129,3.0,2.5,2650,2387,2.0,0,1,3,1830,820,1.0,41
4292,3.0,2.0,2180,4976,1.5,0,3,4,1680,500,1.0,90
3891,3.0,1.0,1110,7962,1.0,0,1,3,1110,0,1.0006,17
4092,2.0,2.0,2360,11340,1.5,0,1,3,2360,0,0.9994,23
630,3.0,1.75,1410,8100,2.0,0,1,3,1410,0,0.9994,35
2055,3.0,2.25,2210,8000,2.0,0,1,4,2210,0,1.0013,51
406,5.0,2.0,2190,9072,1.0,0,1,5,1110,1080,0.9974,55
4578,4.0,2.5,1920,8562,2.0,0,3,4,1920,0,0.9994,26
2099,4.0,2.25,1940,6206,2.0,0,1,3,1940,0,1.0013,11
2452,4.0,3.5,3190,31450,2.0,0,1,3,3190,0,0.9987,10
2309,3.0,2.5,1750,7208,2.0,0,1,3,1750,0,1.0006,26
147,4.0,1.75,1720,10018,1.0,0,1,5,1720,0,1.0,60
1329,4.0,2.0,2400,6000,2.0,0,1,3,2400,0,0.9987,75
3255,4.0,3.5,4730,13586,1.5,0,1,5,4270,460,1.0,85
3621,4.0,1.75,1690,4080,1.0,0,1,4,870,820,1.0,36
263,4.0,3.25,4420,7850,2.0,1,5,3,3150,1270,0.9981,19
1635,5.0,6.5,7270,130017,2.0,0,1,3,6420,850,0.9981,10
1348,3.0,1.0,1350,7740,1.0,0,1,4,860,490,1.0,32
1344,3.0,2.5,1870,5449,2.0,0,1,3,1870,0,0.9987,17
3706,2.0,1.0,920,7569,1.0,0,1,4,920,0,1.0026,37
4418,5.0,2.5,2760,6000,2.0,0,1,3,2760,0,1.0,14
2805,4.0,3.5,4270,5800,2.0,0,4,5,3170,1100,1.0,83
792,5.0,2.75,2910,9480,1.5,0,1,3,2910,0,1.0,51
3325,3.0,2.0,2320,10960,1.0,0,1,3,1510,810,0.9981,19
1750,3.0,1.0,1910,8190,1.0,0,1,4,1010,900,1.0,31
3807,3.0,2.25,1870,3230,2.0,0,1,3,1870,0,1.0006,23
124,3.0,1.5,1820,5756,1.5,0,1,3,1640,180,1.0,74
1730,3.0,2.25,998,904,2.0,0,1,3,798,200,1.0,13
3589,2.0,2.25,1230,1280,2.0,0,1,3,960,270,1.0,108
3560,3.0,2.5,1600,26977,2.0,0,1,3,1600,0,0.9987,15
4078,3.0,2.5,1980,13964,1.0,0,1,5,1980,0,0.9994,61
1653,3.0,2.5,1720,4006,2.0,0,1,3,1720,0,0.9981,26
1285,4.0,3.25,5010,34460,2.0,0,1,3,5010,0,0.9981,20
1891,3.0,2.5,2680,9750,1.0,0,1,4,1610,1070,0.9987,41
1785,2.0,1.0,1220,3000,1.0,0,1,3,920,300,1.0,17
2461,5.0,3.25,3130,12087,2.0,0,1,3,2180,950,0.9987,45
3748,3.0,2.25,1590,11745,1.0,0,1,3,1090,500,1.0006,42
546,3.0,2.5,3110,6765,2.0,0,2,4,2550,560,1.0,31
1057,3.0,1.0,1290,189486,1.0,0,1,4,1290,0,1.0006,19
699,3.0,2.25,2090,15000,1.0,0,1,3,2090,0,0.9987,16
467,3.0,1.75,1680,3420,1.0,0,1,3,960,720,1.0,28
237,3.0,2.0,1490,7770,1.0,0,1,4,1490,0,1.0,30
183,3.0,1.75,2190,12626,2.0,0,1,4,2190,0,1.0,20
1399,3.0,2.5,1212,1174,3.0,0,1,3,1212,0,1.0,17
3565,3.0,2.5,1860,3730,2.0,0,1,3,1860,0,0.9987,108
1660,4.0,2.5,2870,12648,2.0,0,1,4,2870,0,0.9981,34
2170,3.0,2.75,2015,16807,2.0,1,5,3,2015,0,1.0006,13
1095,3.0,2.0,1790,42399,1.0,0,1,4,1790,0,1.0006,30
3788,3.0,2.5,3040,4535,2.0,0,1,3,3040,0,1.0006,13
990,6.0,4.0,3120,4240,2.0,0,3,4,2090,1030,1.0,27
4342,3.0,2.5,2740,83199,2.0,0,5,3,2740,0,1.0013,7
69,3.0,1.75,1660,10150,1.5,0,1,3,1660,0,1.0,20
3049,3.0,1.75,1380,3402,1.5,0,1,3,1380,0,1.0,20
1071,4.0,2.5,1920,8497,2.0,0,1,3,1920,0,1.0006,14
1335,4.0,2.5,2000,6107,2.0,0,1,3,2000,0,0.9987,17
301,4.0,2.5,3040,6425,2.0,0,1,3,3040,0,0.9974,12
1790,2.0,1.0,720,6686,1.0,0,1,3,720,0,1.0,21
4534,3.0,2.25,1481,2820,2.0,0,1,3,1481,0,1.0013,108
2352,4.0,2.5,2350,63162,2.0,0,1,4,2350,0,0.9987,26
227,3.0,1.75,2530,35150,1.0,0,1,4,1800,730,1.0,43
3221,2.0,1.75,1950,2719,1.0,0,1,5,1010,940,1.0,86
1824,2.0,1.0,1050,2570,1.0,0,1,5,850,200,1.0,93
3990,3.0,2.5,2340,5957,2.0,0,1,3,2340,0,0.9994,25
1417,5.0,2.5,2670,16777,1.5,0,1,4,1620,1050,1.0,100
4367,3.0,1.75,2380,6000,1.5,0,1,3,1320,1060,1.0019,46
28,4.0,1.75,1650,7775,1.0,0,1,4,1150,500,1.0,37
2871,4.0,2.5,3770,35081,2.0,0,1,3,3770,0,0.9987,31
3052,3.0,2.25,1480,5400,2.0,0,1,4,1480,0,1.0,75
3489,5.0,2.5,3200,17204,1.0,0,1,3,2160,1040,0.9981,12
2101,4.0,3.0,1990,6180,2.0,0,1,3,1990,0,1.0013,11
140,2.0,1.75,1530,3503,1.0,0,2,4,830,700,1.0,104
1297,2.0,1.0,710,1173,2.0,0,1,4,710,0,1.0,77
2172,3.0,2.75,2980,27144,1.5,1,3,5,2180,800,1.0006,103
1426,3.0,2.5,3490,8343,2.0,1,5,4,2150,1340,1.0,29
281,3.0,2.25,1680,9090,1.0,0,1,4,1130,550,0.9981,61
4455,1.0,1.0,720,6000,1.0,0,1,3,720,0,1.0,24
4045,6.0,4.25,6980,15682,3.0,0,5,4,5330,1650,0.9994,21
1557,3.0,1.75,2000,9416,1.0,0,1,4,2000,0,0.9981,19
1599,4.0,2.5,3360,11548,2.0,0,1,3,3360,0,0.9981,20
3867,2.0,1.0,720,4222,1.0,0,1,4,720,0,1.0006,38
1086,3.0,2.5,1970,7500,2.0,0,1,3,1970,0,1.0006,20
4032,3.0,1.75,2340,10495,1.0,0,1,4,2340,0,0.9994,53
2760,3.0,3.0,2960,5500,2.0,0,3,3,2440,520,1.0,30
2422,3.0,1.75,2770,39927,1.0,0,1,4,1580,1190,0.9987,20
4030,4.0,2.25,3290,12329,1.5,0,1,4,3290,0,0.9994,52
2479,3.0,2.0,1550,15040,1.0,0,1,4,1550,0,1.0,48
4113,4.0,2.5,3350,46748,2.0,0,1,3,3350,0,0.9994,17
3282,3.0,1.5,1200,6240,1.0,0,1,3,1030,170,1.0,12
1753,3.0,1.0,1670,4005,1.5,0,1,4,1170,500,1.0,31
3041,3.0,2.25,1660,6000,1.0,0,1,3,1110,550,1.0,6
3838,3.0,1.0,1300,8160,1.0,0,1,4,1300,0,1.0006,19
3612,2.0,1.5,1340,1210,2.0,0,1,3,1120,220,1.0,12
3405,2.0,1.0,810,4800,1.0,0,1,3,810,0,1.0,19
3370,2.0,1.0,920,6600,1.0,0,1,3,920,0,1.0,17
814,3.0,3.0,2940,4622,2.0,0,1,4,2230,710,1.0,32
1978,3.0,2.5,2670,47480,2.0,0,4,3,2670,0,0.9981,7
2838,3.0,2.25,1980,40887,1.0,0,1,4,1980,0,0.9987,40
1489,3.0,2.5,1350,1250,3.0,0,1,3,1270,80,1.0,14
4159,3.0,2.25,1670,7881,1.0,0,1,4,1190,480,1.0006,43
2190,3.0,1.75,1850,6869,1.0,0,3,5,1100,750,1.0006,86
712,3.0,1.75,1650,8254,1.0,0,1,5,1060,590,1.0,69
3980,3.0,1.75,1400,13775,1.0,0,1,3,1400,0,0.9994,12
1585,5.0,3.25,2750,7500,2.0,0,2,3,2150,600,0.9981,23
1362,3.0,1.0,1070,6109,1.0,0,1,5,1070,0,1.0,69
3601,2.0,2.5,1050,1609,2.0,0,1,3,1050,0,1.0,15
198,5.0,3.5,3260,58806,2.0,0,1,4,3260,0,1.0,51
813,5.0,3.0,2830,7500,2.0,0,1,3,2460,370,1.0,22
4525,3.0,2.25,1584,2800,2.0,0,1,3,1584,0,1.0013,108
1219,4.0,2.25,2500,8500,1.0,0,1,4,1600,900,0.9981,20
781,3.0,2.5,2650,9380,1.0,0,1,5,1680,970,1.0,45
535,3.0,2.0,1410,6413,1.0,0,1,4,910,500,1.0,32
4336,2.0,1.0,870,4600,1.0,0,1,4,870,0,1.0,38
3091,2.0,1.0,820,2723,1.0,0,1,3,820,0,1.0,20
848,3.0,1.75,1750,11340,1.0,0,2,4,1300,450,0.9981,33
1537,4.0,1.0,2080,3500,1.5,0,1,5,1260,820,1.0,94
4147,3.0,1.75,1590,7560,1.0,0,1,3,1130,460,1.0006,36
798,3.0,1.0,1340,4284,1.0,0,1,3,1080,260,1.0,14
1045,4.0,1.75,2190,125452,1.0,0,3,3,2190,0,1.0006,23
766,4.0,2.5,2160,7826,1.0,0,1,4,1390,770,1.0,28
1615,4.0,2.5,3150,4203,2.0,0,1,3,3150,0,0.9981,18
2795,5.0,4.0,3366,7800,2.5,0,3,3,2966,400,1.0,21
959,3.0,1.0,1020,7874,1.0,0,1,3,1020,0,1.0,19
3558,5.0,2.5,2570,9962,2.0,0,1,3,2570,0,0.9987,14
3527,5.0,4.0,4430,9000,2.0,0,1,3,4430,0,0.9981,97
2774,3.0,3.75,3250,5797,2.0,0,3,4,2370,880,1.0,21
5,3.0,1.0,1050,6874,1.0,0,1,3,1050,0,1.0,15
624,4.0,2.5,1890,7867,2.0,0,1,3,1890,0,0.9994,24
343,3.0,2.5,2460,12028,2.0,0,1,3,2460,0,0.9974,24
1975,4.0,2.75,3110,35235,2.0,0,1,4,3110,0,0.9981,37
2109,2.0,1.0,1840,3300,1.5,0,1,4,1130,710,1.0,110
2669,1.0,1.0,960,40946,1.0,0,1,5,960,0,0.9987,75
800,4.0,2.5,2830,5000,2.0,0,1,3,2830,0,1.0,25
4435,3.0,2.5,1700,3575,2.0,0,1,3,1700,0,1.0,20
19,3.0,1.0,1220,13000,1.0,0,1,4,1220,0,1.0,11
4350,4.0,2.5,2510,7992,1.0,0,1,3,1610,900,1.0013,42
64,4.0,2.25,1820,8255,1.5,0,1,4,1320,500,1.0,90
1998,4.0,3.25,4100,241322,2.0,0,1,3,2500,1600,0.9981,7
3971,3.0,2.25,1400,11400,2.0,0,1,3,1400,0,0.9994,36
3746,3.0,1.5,1560,7300,1.0,0,1,4,1040,520,1.0006,56
2531,4.0,2.5,2650,5600,2.0,0,1,3,2650,0,1.0,6
125,3.0,1.5,1940,2885,1.5,0,3,3,1940,0,1.0,15
1545,3.0,1.0,1010,9360,1.0,0,1,3,1010,0,0.9981,7
2462,3.0,1.75,2680,8625,1.0,0,1,5,1590,1090,0.9987,46
1125,3.0,2.5,2538,4600,2.0,0,1,3,2538,0,1.0006,97
1421,2.0,1.0,1190,4440,1.0,0,1,3,1190,0,1.0,7
40,2.0,1.0,820,3844,1.0,0,1,4,820,0,1.0,104
4477,3.0,2.5,2270,100545,2.0,0,1,3,2270,0,0.9981,14
1206,4.0,2.25,2530,9200,1.0,0,1,5,1570,960,0.9981,44
93,5.0,2.5,3650,9050,2.0,0,5,5,3370,280,1.0,99
47,3.0,1.0,1410,5060,1.0,0,1,4,910,500,1.0,64
1694,4.0,2.5,2030,3974,2.0,0,1,3,2030,0,0.9981,26
87,4.0,1.75,1590,7920,2.0,0,1,4,1590,0,1.0,19
1776,3.0,2.0,1630,7599,1.0,0,1,3,1630,0,1.0,14
4560,3.0,1.75,1570,8459,1.0,0,1,3,1570,0,0.9994,29
146,4.0,2.5,2000,5390,2.0,0,1,3,2000,0,1.0,17
686,4.0,2.5,2320,11717,2.0,0,1,3,2320,0,0.9987,23
3278,3.0,2.5,2740,5925,2.0,0,3,3,2740,0,1.0,28
2403,4.0,3.5,3930,5680,2.0,0,2,3,2820,1110,0.9987,97
