,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age,price
4067,4.0,3.75,4100,22798,1.5,0,4,5,2540,1560,0.9994,41,2027000.0
2848,3.0,2.5,2450,4332,2.0,0,1,3,2450,0,0.9987,10,660000.0
2972,4.0,2.75,2250,7412,1.0,0,1,4,1480,770,1.0,45,345000.0
583,3.0,2.5,1560,4200,2.0,0,1,3,1560,0,0.9994,17,295000.0
3030,3.0,1.75,2010,4905,1.0,0,1,5,1230,780,1.0,108,700000.0
2254,2.0,1.5,1090,4000,1.0,0,1,3,970,120,1.0,26,460000.0
2629,4.0,2.75,2800,19168,2.0,0,1,3,2800,0,0.9981,28,999000.0
1496,4.0,3.5,2640,5900,2.0,0,3,3,2640,0,1.0,22,850000.0
4172,3.0,2.0,1110,7231,1.0,0,1,4,1110,0,1.0006,29,223000.0
2040,4.0,2.5,3753,7204,2.0,0,1,3,3336,417,1.0013,12,363000.0
1987,3.0,1.0,1030,9834,1.0,0,1,3,1030,0,0.9981,10,326000.0
2743,3.0,2.5,2230,5348,2.0,0,1,3,2230,0,0.9981,20,490000.0
36,3.0,1.75,1320,6205,1.0,0,1,5,1320,0,1.0,35,313000.0
2662,4.0,2.5,1820,20011,2.0,0,1,3,1820,0,0.9981,20,673476.818182
2311,4.0,2.5,2798,4473,2.0,0,1,3,2798,0,1.0006,108,499950.0
2197,4.0,2.25,2450,21000,1.0,0,3,4,1650,800,1.0006,41,455000.0
2853,4.0,3.0,2580,209523,2.0,0,1,3,2580,0,0.9987,36,799000.0
4366,4.0,2.0,2030,8120,2.0,0,1,3,2030,0,1.0019,15,199000.0
4069,5.0,3.0,3880,13000,2.0,0,1,3,3880,0,0.9994,17,1815000.0
2980,4.0,2.0,2200,7700,1.0,0,1,3,1100,1100,1.0,6,279000.0
4029,4.0,1.75,2350,11914,1.0,0,1,4,2350,0,0.9994,19,850000.0
4493,3.0,1.75,1590,11914,1.0,0,3,3,1090,500,1.0013,20,267500.0
1584,5.0,4.0,3760,28040,2.0,0,1,3,3760,0,0.9981,11,1025000.0
3332,3.0,1.75,1500,6180,1.0,0,1,4,1060,440,1.0,32,440000.0
1219,4.0,2.25,2500,8500,1.0,0,1,4,1600,900,0.9981,20,646000.0
3127,3.0,2.25,1280,959,3.0,0,1,3,1280,0,1.0,15,355000.0
3198,3.0,1.75,1620,6000,1.0,0,1,5,1040,580,1.0,73,640000.0
858,5.0,1.5,3360,5402,2.0,0,1,3,3360,0,0.9981,6,804995.0
943,2.0,1.0,720,5040,1.0,0,1,3,720,0,1.0,15,205000.0
3425,3.0,2.25,2270,23900,1.0,0,1,3,1820,450,0.9994,45,680000.0
3490,3.0,2.5,2660,13367,2.0,0,3,3,2660,0,0.9981,28,1901000.0
3573,4.0,2.75,2520,14021,2.0,0,1,3,2520,0,0.9987,21,234975.0
4128,3.0,2.5,2220,6049,2.0,0,1,4,2220,0,1.0006,30,325000.0
598,4.0,2.5,3190,7399,2.0,0,1,3,3190,0,0.9994,14,609900.0
1668,3.0,2.5,2570,3600,2.5,0,1,3,2570,0,0.9981,13,680000.0
4121,4.0,2.5,3400,247421,2.0,0,1,3,3400,0,0.9994,19,712000.0
1037,4.0,3.0,3580,9316,2.5,0,1,3,2370,1210,0.9974,29,711600.0
1098,4.0,1.5,1890,43560,1.0,0,1,4,1890,0,1.0006,46,320000.0
805,3.0,1.75,3400,8965,1.0,0,3,5,1820,1580,1.0,63,1690000.0
3811,3.0,2.0,1630,8702,1.0,0,1,3,1630,0,1.0006,20,445000.0
1265,4.0,2.5,2190,11500,1.0,0,1,4,1430,760,0.9981,48,699900.0
4250,3.0,2.75,1300,14197,1.0,0,1,3,860,440,1.0006,24,245000.0
3838,3.0,1.0,1300,8160,1.0,0,1,4,1300,0,1.0006,19,237000.0
3904,4.0,2.25,2870,5453,2.0,0,2,4,2220,650,1.0006,27,665900.0
669,4.0,2.75,2620,6019,2.0,0,1,3,2620,0,0.9987,97,499431.0
221,4.0,2.75,2950,15540,1.0,0,1,4,2120,830,1.0,46,402000.0
1067,3.0,2.5,1680,6755,2.0,0,1,3,1680,0,1.0006,26,225000.0
3,4.0,2.0,1480,3844,1.5,0,1,5,1480,0,1.0,50,449250.0
315,3.0,1.5,1490,8475,1.0,0,1,4,1490,0,0.9974,57,412500.0
537,3.0,2.5,3280,10302,1.0,0,1,3,1680,1600,1.0,6,1075000.0
321,3.0,2.25,2030,7350,1.0,0,1,4,1190,840,0.9974,43,588000.0
1244,4.0,3.5,4410,36200,2.0,0,1,3,4410,0,0.9981,31,1320000.0
2555,4.0,2.5,3070,8086,2.0,0,1,3,3070,0,1.0,15,804100.0
2654,4.0,2.5,2130,35752,1.0,0,1,3,1490,640,0.9981,40,580000.0
2331,3.0,2.0,1510,43560,1.0,0,1,3,1510,0,0.9987,15,450000.0
1812,4.0,2.5,3030,3841,3.0,0,1,3,3030,0,1.0,15,880000.0
2683,4.0,2.5,2040,21781,2.0,0,1,3,2040,0,0.9987,26,443500.0
3986,4.0,2.25,2380,17199,2.0,0,1,3,1530,850,0.9994,6,470000.0
7,4.0,2.5,3305,16164,1.5,0,1,5,2245,1060,1.0,64,492000.0
3033,3.0,2.5,1700,4105,2.0,0,1,3,1700,0,1.0,28,619500.0
1238,4.0,3.0,2620,18362,1.0,0,1,4,1870,750,0.9981,64,659500.0
721,3.0,2.5,1780,4050,2.0,0,1,3,1780,0,1.0,19,370000.0
1063,4.0,3.5,4220,196817,2.0,0,1,3,4220,0,1.0006,27,799950.0
2682,4.0,3.5,3840,85728,2.0,0,1,3,3840,0,0.9987,14,840000.0
4234,3.0,1.75,1840,9697,1.0,0,1,4,1500,340,1.0006,35,235000.0
3564,3.0,2.5,2280,6031,2.0,0,1,3,2280,0,0.9987,9,415000.0
2373,3.0,2.5,2620,51354,2.0,0,1,3,2620,0,0.9987,14,695000.0
906,3.0,2.5,2070,4132,2.0,0,1,3,2070,0,0.9981,21,535000.0
1647,3.0,3.0,1960,1168,2.0,0,1,3,1600,360,0.9981,13,556000.0
2153,2.0,1.75,840,3340,1.0,0,1,3,700,140,1.0,26,450000.0
223,4.0,2.5,2230,5970,2.0,0,1,4,2230,0,1.0,18,337000.0
3832,3.0,2.75,2670,3738,1.0,0,1,3,1720,950,1.0006,97,798800.0
658,3.0,1.0,1330,20562,1.5,0,1,3,1330,0,0.9987,31,280000.0
1897,4.0,2.25,2560,9731,2.0,0,1,4,2560,0,0.9987,47,650000.0
1033,5.0,2.25,2140,7910,1.0,0,1,3,1070,1070,0.9974,17,530000.0
824,6.0,1.75,2380,4080,2.0,0,1,3,2380,0,1.0,11,725000.0
3519,4.0,1.75,2610,21600,1.0,0,1,4,2610,0,0.9981,54,1300000.0
2177,4.0,2.75,2450,15002,1.0,0,1,5,2450,0,1.0006,46,530000.0
1624,2.0,1.0,1010,9219,1.0,0,1,4,1010,0,0.9981,19,560000.0
801,4.0,2.5,5300,26211,2.0,1,3,2,4570,730,1.0,97,2555000.0
4105,4.0,2.25,2420,10200,2.0,0,1,4,2420,0,0.9994,47,672500.0
2959,4.0,2.75,2540,7210,1.0,0,1,4,1600,940,1.0,41,335000.0
2649,4.0,2.5,2510,4543,2.0,0,1,3,2510,0,0.9981,18,660000.0
2644,3.0,2.5,2780,33503,1.5,0,2,4,2110,670,0.9981,51,1140000.0
3541,3.0,1.5,2320,7500,1.0,0,1,3,2320,0,0.9987,44,307000.0
1471,3.0,1.0,1640,12384,1.0,0,1,4,1090,550,1.0013,41,253500.0
1967,3.0,1.75,1930,36210,1.0,0,1,3,1930,0,0.9981,16,570000.0
3344,3.0,2.5,2660,4975,2.0,0,1,3,2660,0,1.0,6,599950.0
2550,3.0,1.75,1310,12750,1.0,0,1,3,1310,0,1.0,27,337000.0
1245,7.0,5.5,6630,13782,2.0,0,1,3,4930,1700,0.9981,17,1240000.0
1296,4.0,2.75,3040,2800,2.0,0,1,3,2100,940,1.0,6,840000.0
1020,4.0,2.5,2770,8642,2.0,0,1,4,2770,0,0.9974,33,907500.0
953,3.0,1.0,950,7620,1.0,0,1,3,950,0,1.0,15,137000.0
616,3.0,2.25,1860,11227,2.0,0,1,3,1860,0,0.9994,25,330000.0
969,3.0,3.25,1530,1602,2.0,0,1,3,1140,390,1.0,97,320000.0
729,3.0,1.0,1210,7440,1.0,0,1,3,1210,0,1.0,22,324950.0
3296,4.0,3.25,2500,5801,1.5,0,1,3,1960,540,1.0,17,1036200.0
3171,4.0,2.75,2610,4160,3.0,0,1,5,1910,700,1.0,110,650000.0
3996,4.0,2.5,2210,9427,2.0,0,1,3,2210,0,1.0006,21,375000.0
3394,5.0,2.75,2130,6222,1.0,0,1,3,1300,830,1.0,29,325000.0
3546,4.0,2.5,2310,8030,2.0,0,1,3,2310,0,0.9987,42,364950.0
4489,2.0,1.0,680,8064,1.0,0,1,3,680,0,1.0013,26,110700.0
2455,3.0,1.0,1140,27760,1.0,0,1,4,1140,0,0.9987,39,243800.0
2249,4.0,2.75,2880,5750,1.5,0,1,5,1710,1170,1.0,50,920000.0
1205,4.0,2.5,2380,9614,2.0,0,1,4,2380,0,0.9981,29,782000.0
852,4.0,3.5,4910,9444,1.5,0,1,3,3110,1800,0.9981,13,1222500.0
165,3.0,1.0,870,5330,1.0,0,1,3,870,0,1.0,6,180000.0
517,3.0,2.0,1880,3800,1.0,0,1,5,1030,850,1.0,93,667500.0
3370,2.0,1.0,920,6600,1.0,0,1,3,920,0,1.0,17,417000.0
1598,3.0,1.75,1610,11200,1.0,0,1,3,1610,0,0.9981,15,450000.0
1791,2.0,1.25,1240,2150,2.0,0,1,3,1240,0,1.0,6,545000.0
1771,2.0,1.0,990,4802,1.0,0,1,3,990,0,1.0,8,430000.0
2809,3.0,2.5,1930,1348,2.0,0,1,3,1300,630,1.0,15,439990.0
4436,3.0,1.5,1270,2356,2.0,0,1,3,1270,0,1.0,108,160797.0
785,5.0,3.25,3690,12353,2.0,0,1,5,3690,0,1.0,43,0.0
3349,3.0,1.0,1450,4000,1.0,0,2,4,950,500,1.0,72,525000.0
674,3.0,2.0,1350,11150,1.0,0,1,3,1110,240,0.9987,25,310000.0
2603,4.0,2.5,2230,10414,1.0,0,1,5,1450,780,0.9981,46,544500.0
1411,5.0,3.25,4500,9648,2.0,0,5,4,3000,1500,1.0,52,860000.0
3649,5.0,2.75,1970,5400,1.0,0,1,3,1320,650,1.0,34,399950.0
887,4.0,2.5,4120,22370,2.0,0,1,3,4120,0,0.9981,23,863000.0
2780,3.0,1.75,2090,4725,2.0,0,1,3,1610,480,1.0,7,865000.0
3793,4.0,3.5,3810,13592,1.0,0,2,3,2560,1250,1.0006,97,839900.0
776,3.0,1.0,960,8855,1.0,0,1,4,960,0,1.0,48,349810.0
2547,3.0,1.0,1170,11100,1.0,0,1,4,1170,0,1.0,52,235000.0
3798,5.0,2.75,3030,10335,2.0,0,1,3,3030,0,1.0006,97,819995.0
4085,4.0,2.0,2090,10800,1.0,0,1,4,2090,0,0.9994,21,659000.0
2971,3.0,2.0,1410,7466,1.0,0,1,3,1410,0,1.0,11,229950.0
1046,4.0,2.5,2530,9933,2.0,0,3,3,2010,520,1.0006,11,331950.0
3260,5.0,2.5,3990,3839,1.0,0,1,4,1990,2000,1.0,58,610000.0
4440,3.0,1.5,2120,6290,1.0,0,1,4,1220,900,1.0,35,440000.0
3557,3.0,2.5,2300,9521,2.0,0,1,3,2300,0,0.9987,17,435000.0
1539,2.0,1.0,940,9839,1.0,0,1,3,940,0,1.0,14,337945.75
1975,4.0,2.75,3110,35235,2.0,0,1,4,3110,0,0.9981,37,749950.0
895,4.0,2.5,2790,7938,2.0,0,1,3,2790,0,0.9981,23,764000.0
765,2.0,1.0,1010,7200,1.0,0,1,3,1010,0,1.0,45,285000.0
1509,2.0,1.75,1710,4234,2.0,0,1,3,1330,380,1.0,41,405000.0
2806,4.0,3.5,3390,3979,2.0,0,1,3,2610,780,1.0,6,1054690.0
3763,3.0,2.5,2280,7417,2.0,0,1,3,2280,0,1.0006,14,320000.0
4130,3.0,2.25,1440,7673,1.0,0,1,3,940,500,1.0006,38,249000.0
3255,4.0,3.5,4730,13586,1.5,0,1,5,4270,460,1.0,85,2453500.0
2033,2.0,1.75,2860,59612,1.0,1,5,3,1510,1350,1.0013,17,503000.0
726,4.0,2.75,2340,11034,1.0,0,1,3,1720,620,1.0,9,440000.0
1508,1.0,1.0,750,4000,1.0,0,1,3,750,0,1.0,102,250000.0
3841,4.0,2.5,2580,6260,2.0,0,1,3,2580,0,1.0006,17,374000.0
1787,3.0,1.0,1580,5000,1.5,0,1,3,1580,0,1.0,17,749000.0
3994,4.0,1.5,1310,8250,1.0,0,1,3,1060,250,1.0006,67,251200.0
3123,3.0,1.0,1150,3000,1.0,0,1,5,1150,0,1.0,114,430000.0
3940,3.0,3.0,1970,24318,1.0,0,1,3,1970,0,0.9994,10,445000.0
1761,3.0,1.75,1400,4000,1.0,0,1,3,870,530,1.0,26,510250.0
3656,3.0,1.0,1490,8995,1.0,0,1,4,1490,0,1.0026,41,207000.0
678,2.0,1.0,1350,10096,1.0,0,3,4,1350,0,0.9987,68,276900.0
444,3.0,2.0,2700,6120,1.0,0,1,4,1350,1350,1.0,58,910000.0
638,3.0,2.25,1520,7199,2.0,0,1,4,1520,0,0.9994,28,275250.0
2841,4.0,3.5,4380,74052,1.0,0,1,3,4380,0,0.9987,19,1300000.0
1062,4.0,3.0,2830,213879,2.0,0,1,4,2830,0,1.0006,33,549900.0
3278,3.0,2.5,2740,5925,2.0,0,3,3,2740,0,1.0,28,1157400.0
3293,4.0,2.25,2360,4000,2.0,0,1,3,2360,0,1.0,97,1300000.0
2038,4.0,2.25,1830,9485,1.0,0,1,4,1200,630,1.0013,31,236000.0
451,4.0,2.0,2560,7798,1.0,0,1,4,1890,670,1.0,32,640000.0
3659,3.0,1.0,1040,6535,1.0,0,1,3,1040,0,1.0026,8,225000.0
2056,4.0,1.75,1980,9000,1.0,0,1,2,1480,500,1.0013,42,213000.0
2135,2.0,1.5,1630,3780,1.0,0,1,4,890,740,1.0,19,448000.0
723,3.0,1.0,960,8100,1.0,0,1,3,960,0,1.0,15,255000.0
1866,4.0,2.75,2270,7375,1.0,0,1,4,1290,980,0.9987,47,498000.0
1750,3.0,1.0,1910,8190,1.0,0,1,4,1010,900,1.0,31,490000.0
157,3.0,1.0,1060,5200,1.0,0,1,5,1060,0,1.0,50,174950.0
385,4.0,2.5,2341,9594,2.0,0,1,3,2341,0,0.9974,23,640000.0
1070,4.0,2.5,2070,7476,2.0,0,1,3,2070,0,1.0006,17,300000.0
2869,3.0,3.5,3950,111078,1.5,0,1,3,2460,1490,0.9987,31,784000.0
2965,3.0,2.0,1590,35988,1.0,0,1,4,1590,0,1.0,46,305100.0
2099,4.0,2.25,1940,6206,2.0,0,1,3,1940,0,1.0013,11,278500.0
2456,3.0,2.0,2460,41343,1.0,0,1,4,2460,0,0.9987,32,620000.0
856,3.0,1.75,1180,10541,1.0,0,1,4,940,240,0.9981,39,385000.0
3026,3.0,1.0,1700,4400,1.5,0,1,4,1700,0,1.0,30,800000.0
2580,3.0,1.75,2910,35200,1.5,0,1,3,2910,0,0.9981,6,550000.0
4361,3.0,2.5,1190,3000,2.0,0,1,3,1190,0,1.0019,18,229000.0
1504,3.0,2.5,2510,5503,2.0,0,3,3,2510,0,1.0,25,820000.0
3157,4.0,2.5,2030,3905,1.5,0,1,4,1630,400,1.0,27,831000.0
758,3.0,1.0,850,6906,1.0,0,1,3,850,0,1.0,26,325000.0
3203,2.0,1.5,1200,1687,3.0,0,1,3,1200,0,1.0,12,504200.0
414,3.0,2.25,1820,9670,2.0,0,1,3,1820,0,0.9974,36,557500.0
806,4.0,2.5,3240,10800,1.0,0,1,3,2260,980,1.0,74,1285000.0
4103,4.0,2.5,3160,13194,2.0,0,1,5,3160,0,0.9994,55,950100.0
2509,3.0,2.0,1880,10758,1.0,0,1,5,940,940,1.0,22,320000.0
2488,4.0,2.5,2240,14667,2.0,0,1,4,2240,0,1.0,31,565000.0
2702,4.0,2.5,2910,5776,2.0,0,3,3,2910,0,0.9981,14,589000.0
3021,3.0,1.75,1720,5000,1.0,0,1,3,1720,0,1.0,6,770000.0
2607,3.0,2.25,2675,40910,2.0,0,1,3,2675,0,0.9981,36,660000.0
2793,3.0,2.0,2020,5500,1.5,0,4,3,1790,230,1.0,21,1400000.0
1978,3.0,2.5,2670,47480,2.0,0,4,3,2670,0,0.9981,7,605000.0
4399,4.0,2.0,2430,8960,1.0,0,1,3,1430,1000,1.0019,8,255000.0
2245,2.0,1.0,940,4800,1.0,0,1,4,940,0,1.0,65,399000.0
4226,3.0,1.75,1490,6930,1.0,0,1,4,1490,0,1.0006,30,245000.0
48,2.0,1.0,740,5995,1.0,0,1,4,740,0,1.0,35,304700.0
3685,2.0,1.0,800,15000,1.0,0,1,3,800,0,1.0026,9,110000.0
2878,4.0,2.5,2440,34290,2.0,0,1,3,2440,0,0.9987,20,720000.0
1005,4.0,2.5,2330,14289,2.0,0,1,4,2330,0,0.9974,20,542500.0
2395,4.0,2.75,2790,10819,2.0,0,1,3,2790,0,0.9987,24,765000.0
4164,3.0,2.5,1650,6684,2.0,0,1,3,1650,0,1.0006,29,268000.0
4539,3.0,1.5,1180,7300,1.0,0,1,4,1180,0,1.0013,52,209950.0
1304,2.0,1.0,710,1131,2.0,0,1,4,710,0,1.0,77,399950.0
2451,4.0,1.75,1450,8450,1.0,0,1,3,1450,0,0.9987,8,362500.0
1702,3.0,2.5,2390,1984,2.0,0,1,3,2220,170,0.9981,12,629800.0
983,3.0,1.0,1160,3750,1.5,0,1,3,1160,0,1.0,14,390000.0
1216,4.0,2.25,2220,8872,1.0,0,1,4,1110,1110,0.9981,19,495000.0
2003,3.0,1.75,1660,9673,1.0,0,1,3,1130,530,0.9981,44,375000.0
4047,4.0,2.5,3150,13700,2.0,0,1,4,3150,0,0.9994,54,1256500.0
1453,3.0,2.0,1400,8640,1.0,0,1,5,1400,0,1.0013,52,253400.0
1781,3.0,3.0,1730,2940,3.0,0,1,3,1730,0,1.0,35,490000.0
2940,4.0,2.25,1770,33132,1.0,0,1,4,1190,580,1.0,55,390000.0
2480,3.0,2.5,2460,54885,2.0,0,1,4,2460,0,1.0,40,520000.0
3853,3.0,1.0,1090,10710,1.0,0,1,4,1090,0,1.0006,58,280000.0
4450,3.0,2.5,1460,3044,2.0,0,1,3,1460,0,1.0,20,299880.0
1578,4.0,2.5,2700,9320,2.0,0,1,4,2700,0,0.9981,26,837500.0
2090,3.0,1.0,960,9563,1.0,0,1,5,960,0,1.0013,53,215000.0
839,2.0,1.75,1240,3000,1.5,0,1,3,1240,0,1.0,6,362750.0
894,4.0,2.5,2490,12929,2.0,0,1,3,2490,0,0.9981,11,616000.0
394,3.0,3.0,2630,4896,2.0,0,1,3,2630,0,0.9974,14,738000.0
2721,5.0,4.75,5180,17811,2.0,0,3,3,4070,1110,0.9981,19,1075000.0
4160,4.0,2.5,2340,8548,2.0,0,1,3,2340,0,1.0006,27,390000.0
3169,3.0,1.0,1830,3000,1.5,0,1,3,1430,400,1.0,17,499950.0
3728,3.0,1.0,1390,16000,1.0,0,1,4,1390,0,1.0006,19,230000.0
3183,3.0,2.0,1430,3480,1.0,0,1,3,980,450,1.0,8,450000.0
497,4.0,2.5,2040,6034,2.0,0,1,3,2040,0,1.0,11,545000.0
1108,3.0,2.5,1720,6194,2.0,0,1,3,1720,0,1.0006,14,255000.0
3553,3.0,2.0,1350,11805,1.0,0,1,3,1350,0,0.9987,34,325000.0
1650,3.0,2.0,1540,1827,2.0,0,1,3,1540,0,0.9981,15,402000.0
3765,3.0,2.5,1970,9607,2.0,0,1,3,1090,880,1.0006,20,289000.0
991,1.0,1.0,700,2500,1.0,0,1,4,700,0,1.0,113,295000.0
1955,3.0,2.5,2700,7434,2.0,0,1,3,2700,0,0.9981,29,525000.0
4094,3.0,2.0,2250,14274,1.0,0,1,4,1500,750,0.9994,56,624800.0
3452,4.0,2.75,2910,18700,1.0,0,1,3,2210,700,0.9994,25,749950.0
4513,6.0,2.0,2220,8797,1.0,0,1,3,2220,0,1.0013,16,260000.0
197,4.0,1.75,1770,9011,1.0,0,1,5,1050,720,1.0,37,264950.0
4159,3.0,2.25,1670,7881,1.0,0,1,4,1190,480,1.0006,43,252000.0
3877,2.0,1.0,2020,7200,1.0,0,4,4,1700,320,1.0006,32,720000.0
1480,3.0,1.5,1940,9887,1.0,0,1,4,1140,800,1.0013,51,232500.0
2382,4.0,2.25,1990,7712,1.0,0,1,3,1210,780,0.9987,7,627000.0
527,4.0,2.5,2760,6000,2.0,0,1,5,2230,530,1.0,78,760000.0
3206,2.0,1.0,950,4500,1.0,0,3,3,850,100,1.0,17,500000.0
501,4.0,3.0,2720,3800,2.0,0,1,5,1800,920,1.0,86,739000.0
412,3.0,2.5,2040,10086,2.0,0,1,3,2040,0,0.9974,20,542500.0
4183,4.0,2.5,2380,7066,2.0,0,1,4,2380,0,1.0006,23,268971.875
2530,5.0,2.5,2340,4500,2.0,0,1,3,2340,0,1.0,11,429000.0
1919,4.0,2.5,2840,11044,2.0,0,1,3,2840,0,0.9987,19,585000.0
1793,2.0,1.0,900,4600,1.0,0,1,3,900,0,1.0,26,370000.0
1035,3.0,2.5,1840,9900,1.0,0,1,3,1840,0,0.9974,42,552000.0
1740,4.0,1.75,2930,11562,1.0,0,4,3,1670,1260,1.0,8,840000.0
1485,2.0,1.0,840,5510,1.0,0,1,3,840,0,1.0,15,400000.0
2051,4.0,1.5,1920,10403,1.0,0,1,3,1370,550,1.0013,31,210000.0
471,2.0,1.0,800,6380,1.0,0,3,3,800,0,1.0,24,379000.0
4510,3.0,1.75,1340,7473,1.0,0,1,4,1340,0,1.0013,47,223000.0
1183,4.0,1.5,1920,10000,1.0,0,1,4,1070,850,0.9981,41,430000.0
613,3.0,2.0,1730,38884,1.0,0,1,3,1730,0,0.9994,23,470000.0
4278,3.0,1.5,2600,5085,1.0,0,1,4,1400,1200,1.0,19,540000.0
2610,4.0,2.5,2961,12146,2.0,0,1,3,2961,0,0.9981,14,695000.0
4201,4.0,4.25,4960,6000,2.5,0,1,3,3680,1280,1.0,17,1425000.0
3340,4.0,2.5,2240,7200,2.0,0,1,3,2240,0,1.0,25,497000.0
38,4.0,1.5,1390,7200,1.0,0,1,3,1140,250,1.0,27,400000.0
3789,3.0,1.0,1230,9568,1.0,0,1,5,1230,0,1.0006,58,387000.0
4124,3.0,1.75,2070,37904,1.0,0,1,4,1420,650,1.0006,47,310000.0
1257,4.0,3.5,4660,17398,2.0,0,3,3,4660,0,0.9981,17,1280000.0
4448,2.0,1.0,1020,7920,1.0,0,1,3,1020,0,1.0,51,235000.0
4208,2.0,1.0,1130,2640,1.0,0,1,4,1130,0,1.0,93,631500.0
558,3.0,3.0,1850,19966,1.0,0,1,4,1090,760,0.9994,28,287200.0
1345,4.0,2.5,2590,8483,2.0,0,1,3,2590,0,0.9987,29,368112.5
3294,2.0,2.5,2560,2500,2.0,0,1,5,1690,870,1.0,119,780000.0
4412,3.0,1.75,1960,5000,1.0,0,1,5,980,980,1.0,36,415000.0
505,4.0,2.0,1680,5000,1.0,0,1,3,980,700,1.0,15,588000.0
3513,3.0,1.75,2200,14630,1.5,0,2,3,2200,0,0.9981,17,1230000.0
1695,4.0,2.5,2070,5415,2.0,0,1,3,2070,0,0.9981,24,578000.0
3258,4.0,1.5,1840,4337,2.0,0,1,4,1840,0,1.0,103,809000.0
212,3.0,2.5,2540,4775,2.0,0,1,3,2540,0,1.0,14,310000.0
1592,4.0,2.5,3030,8507,2.0,0,1,3,3030,0,0.9981,17,902000.0
755,3.0,1.75,1880,12821,1.0,0,1,3,1880,0,1.0,31,389800.0
3397,3.0,2.75,3890,7216,2.0,0,2,3,3260,630,1.0,10,1080000.0
926,4.0,2.5,2720,10006,2.0,0,1,3,2720,0,0.9981,31,594950.0
2866,4.0,2.5,2610,33206,2.0,0,1,3,2610,0,0.9987,20,743700.0
369,2.0,1.5,1310,12196,1.5,0,1,3,1310,0,0.9974,6,455000.0
3816,4.0,2.75,2150,9915,1.0,0,1,5,1240,910,1.0006,44,411000.0
3321,3.0,2.25,2120,54014,2.0,0,1,4,2120,0,0.9981,56,835000.0
1779,3.0,2.5,2050,4185,2.0,0,1,3,2050,0,1.0,9,700000.0
355,4.0,2.75,2020,10720,1.0,0,1,4,1420,600,0.9974,28,555000.0
4152,3.0,2.5,1413,3600,2.0,0,1,3,1413,0,1.0006,9,286800.0
1669,4.0,2.5,2010,7972,2.0,0,1,4,2010,0,0.9981,31,590000.0
2226,4.0,2.5,2650,4316,1.5,0,1,3,1520,1130,1.0,7,705000.0
3584,3.0,1.0,1050,5402,1.5,0,1,4,1050,0,1.0,30,339950.0
4191,4.0,2.75,2600,2750,1.5,0,1,3,1620,980,1.0,84,840000.0
3749,5.0,2.75,2481,4045,2.0,0,1,3,2481,0,1.0006,6,309000.0
1930,4.0,2.25,2020,8424,1.0,0,1,4,1380,640,0.9987,41,464900.0
761,3.0,1.0,1250,6180,1.5,0,1,3,1250,0,1.0,15,233000.0
1403,3.0,3.25,1689,1388,3.0,0,1,3,1689,0,1.0,12,384400.0
4339,4.0,1.5,2130,8800,1.0,0,1,3,1100,1030,1.0013,17,260000.0
2966,2.0,1.0,910,9869,1.0,0,1,3,910,0,1.0,20,223000.0
1426,3.0,2.5,3490,8343,2.0,1,5,4,2150,1340,1.0,29,1675000.0
2813,4.0,2.0,1840,5419,1.0,0,1,4,920,920,1.0,38,639000.0
1074,4.0,2.5,2390,6426,2.0,0,1,3,2390,0,1.0006,21,359800.0
4375,3.0,1.75,1990,5650,1.0,0,2,3,1320,670,1.0019,12,345000.0
356,3.0,2.5,2670,12187,2.0,0,1,3,2670,0,0.9974,34,744000.0
2850,4.0,2.75,3500,7200,2.0,0,1,3,3500,0,0.9987,15,788600.0
4511,6.0,5.25,2860,5682,2.0,0,1,3,2860,0,1.0013,42,300000.0
3681,2.0,1.0,1190,7408,1.0,0,1,3,830,360,1.0026,26,229000.0
103,3.0,1.5,1660,4800,2.0,0,1,3,1660,0,1.0,37,926300.0
269,4.0,1.5,1220,10580,1.0,0,1,3,1220,0,0.9981,27,418000.0
786,3.0,1.0,1180,5002,1.5,0,1,3,1180,0,1.0,74,282508.888889
566,3.0,1.0,1250,53143,1.0,0,1,5,1250,0,0.9994,75,110000.0
2593,4.0,2.5,3230,7331,2.0,0,1,3,3230,0,0.9981,17,730000.0
4068,4.0,1.75,1980,10800,1.0,0,1,5,990,990,0.9994,35,711000.0
3736,4.0,2.0,1670,9987,1.0,0,1,3,1670,0,1.0006,9,204700.0
226,3.0,1.75,1170,8239,1.0,0,1,3,1170,0,1.0,7,205000.0
2505,4.0,1.75,1700,7800,1.0,0,1,5,1120,580,1.0,39,349000.0
601,3.0,1.75,1520,15090,1.0,0,1,4,1520,0,0.9994,52,290000.0
282,3.0,2.5,3870,46609,2.0,0,4,3,3870,0,0.9981,23,1275000.0
580,3.0,2.5,2030,6326,2.0,0,1,3,2030,0,0.9994,27,275000.0
3693,2.0,1.5,1820,8867,2.0,0,1,3,1820,0,1.0026,20,206000.0
874,4.0,2.5,2710,5500,2.0,0,1,3,2710,0,0.9981,21,668500.0
1685,4.0,2.5,1540,1860,2.0,0,1,3,1540,0,0.9981,6,491234.0
1692,3.0,2.5,1860,8060,2.0,0,1,4,1860,0,0.9981,33,505000.0
3107,3.0,1.0,1710,4050,1.5,0,1,3,1710,0,1.0,16,620000.0
573,4.0,2.5,1830,8601,2.0,0,1,3,1830,0,0.9994,17,339000.0
